contrato;obra;sequencia_do_trecho;rodovia;descricao_rodovia;descricao_trecho;km_inicial;km_final
PRC-22.035/2017-C;Obra 1;16,0;AMG900;ACESSO;ENTR LMG682 - SANTA HELENA DE MINAS;0,0;17,2
PRC-22.035/2017-E;Obra 1;16,0;AMG900;ACESSO;ENTR LMG682 - SANTA HELENA DE MINAS;0,0;17,2
PRC-22.017/2017-D;Obra 1;27,0;AMG900;ACESSO;ENTR LMG677 - JOSÉ GONÇALVES DE MINAS;0,0;12,3
PRC-22.017/2017-C;Obra 1;27,0;AMG900;ACESSO;ENTR LMG677 - JOSÉ GONÇALVES DE MINAS;0,0;12,3
PRC-22.017/2017-E;Obra 1;27,0;AMG900;ACESSO;ENTR LMG677 - JOSÉ GONÇALVES DE MINAS;0,0;12,3
PRC-22.017/2017-D;Obra 1;28,0;AMG900;ACESSO;ENTR LMG677 - LEME DO PRADO;0,0;5,9
PRC-22.017/2017-C;Obra 1;28,0;AMG900;ACESSO;ENTR LMG677 - LEME DO PRADO;0,0;5,9
PRC-22.017/2017-E;Obra 1;28,0;AMG900;ACESSO;ENTR LMG677 - LEME DO PRADO;0,0;5,9
PRC-22.017/2017-D;Obra 1;29,0;AMG900;ACESSO;ENTR LMG676 (P/ FRANSICO BADARÓ) - JENIPAPO DE MINAS;0,0;13,6
PRC-22.017/2017-C;Obra 1;29,0;AMG900;ACESSO;ENTR LMG676 (P/ FRANSICO BADARÓ) - JENIPAPO DE MINAS;0,0;13,6
PRC-22.017/2017-E;Obra 1;29,0;AMG900;ACESSO;ENTR LMG676 (P/ FRANSICO BADARÓ) - JENIPAPO DE MINAS;0,0;13,6
PRC-22.040/2017-D;Obra 1;16,0;AMG900;ACESSO;ENTR BR116 - SOBRÁLIA;0,0;7,0
PRC-22.040/2017-C;Obra 1;16,0;AMG900;ACESSO;ENTR BR116 - SOBRÁLIA;0,0;7,0
PRC-22.040/2017-E;Obra 1;16,0;AMG900;ACESSO;ENTR BR116 - SOBRÁLIA;0,0;7,0
PRC-22.040/2017-D;Obra 1;17,0;AMG900;ACESSO;ENTR BR116-SOBRÁLIA - FERNANDES TOURINHO;0,0;8,2
PRC-22.040/2017-C;Obra 1;17,0;AMG900;ACESSO;ENTR BR116-SOBRÁLIA - FERNANDES TOURINHO;0,0;8,2
PRC-22.040/2017-E;Obra 1;17,0;AMG900;ACESSO;ENTR BR116-SOBRÁLIA - FERNANDES TOURINHO;0,0;8,2
PRC-22.040/2017-D;Obra 1;18,0;AMG900;ACESSO;ENTR LMG744 - SÃO JOSÉ DA SAFIRA;0,0;11,7
PRC-22.040/2017-C;Obra 1;18,0;AMG900;ACESSO;ENTR LMG744 - SÃO JOSÉ DA SAFIRA;0,0;11,7
PRC-22.040/2017-E;Obra 1;18,0;AMG900;ACESSO;ENTR LMG744 - SÃO JOSÉ DA SAFIRA;0,0;11,7
PRC-22.040/2017-D;Obra 1;19,0;AMG900;ACESSO;ENTR BR259 (RESPLENDOR) - SANTA RITA DO ITUETO;0,0;22,9
PRC-22.040/2017-C;Obra 1;19,0;AMG900;ACESSO;ENTR BR259 (RESPLENDOR) - SANTA RITA DO ITUETO;0,0;22,9
PRC-22.040/2017-E;Obra 1;19,0;AMG900;ACESSO;ENTR BR259 (RESPLENDOR) - SANTA RITA DO ITUETO;0,0;22,9
PRC-22.040/2017-D;Obra 1;20,0;AMG900;ACESSO;ENTR MG417 (MENDES PIMENTEL) - SÃO FÉLIX DE MINAS;0,0;11,6
PRC-22.040/2017-C;Obra 1;20,0;AMG900;ACESSO;ENTR MG417 (MENDES PIMENTEL) - SÃO FÉLIX DE MINAS;0,0;11,6
PRC-22.040/2017-E;Obra 1;20,0;AMG900;ACESSO;ENTR MG417 (MENDES PIMENTEL) - SÃO FÉLIX DE MINAS;0,0;11,6
PRC-22.040/2017-D;Obra 1;21,0;AMG900;ACESSO;ENTR LMG788 - ALVARENGA;0,0;5,8
PRC-22.040/2017-C;Obra 1;21,0;AMG900;ACESSO;ENTR LMG788 - ALVARENGA;0,0;5,8
PRC-22.040/2017-E;Obra 1;21,0;AMG900;ACESSO;ENTR LMG788 - ALVARENGA;0,0;5,8
DM-22.012/2020;Obra 1;13,0;AMG900;ACESSO;ENTR MG050 - CAPITÓLIO;0,0;3,0
DM-22.012/2020-A;Obra 1;13,0;AMG900;ACESSO;ENTR MG050 - CAPITÓLIO;0,0;3,0
DM-22.012/2020-C;Obra 1;13,0;AMG900;ACESSO;ENTR MG050 - CAPITÓLIO;0,0;3,0
DM-22.012/2020-B;Obra 1;13,0;AMG900;ACESSO;ENTR MG050 - CAPITÓLIO;0,0;3,0
DM-22.012/2020-D;Obra 1;13,0;AMG900;ACESSO;ENTR MG050 - CAPITÓLIO;0,0;3,0
DM-22.012/2020;Obra 1;14,0;AMG900;ACESSO;ENTR MG050 A - FURNAS;0,0;4,9
DM-22.012/2020-A;Obra 1;14,0;AMG900;ACESSO;ENTR MG050 A - FURNAS;0,0;4,9
DM-22.012/2020-C;Obra 1;14,0;AMG900;ACESSO;ENTR MG050 A - FURNAS;0,0;4,9
DM-22.012/2020-B;Obra 1;14,0;AMG900;ACESSO;ENTR MG050 A - FURNAS;0,0;4,9
DM-22.012/2020-D;Obra 1;14,0;AMG900;ACESSO;ENTR MG050 A - FURNAS;0,0;4,9
DM-22.012/2020;Obra 1;15,0;AMG900;ACESSO;ENTR MG050 B - FURNAS;0,0;4,2
DM-22.012/2020-A;Obra 1;15,0;AMG900;ACESSO;ENTR MG050 B - FURNAS;0,0;4,2
DM-22.012/2020-C;Obra 1;15,0;AMG900;ACESSO;ENTR MG050 B - FURNAS;0,0;4,2
DM-22.012/2020-B;Obra 1;15,0;AMG900;ACESSO;ENTR MG050 B - FURNAS;0,0;4,2
DM-22.012/2020-D;Obra 1;15,0;AMG900;ACESSO;ENTR MG050 B - FURNAS;0,0;4,2
DM-22.012/2020-A;Obra 1;16,0;AMG900;ACESSO;ENTR MG344 - PRATÁPOLIS A;0,0;4,9
DM-22.012/2020-C;Obra 1;16,0;AMG900;ACESSO;ENTR MG344 - PRATÁPOLIS A;0,0;4,9
DM-22.012/2020;Obra 1;16,0;AMG900;ACESSO;ENTR MG344 - PRATÁPOLIS A;0,0;4,9
DM-22.012/2020-B;Obra 1;16,0;AMG900;ACESSO;ENTR MG344 - PRATÁPOLIS A;0,0;4,9
DM-22.012/2020-D;Obra 1;16,0;AMG900;ACESSO;ENTR MG344 - PRATÁPOLIS A;0,0;4,9
DM-22.012/2020-A;Obra 1;17,0;AMG900;ACESSO;ENTR MG050 - PRATÁPOLIS B;0,0;10,0
DM-22.012/2020-C;Obra 1;17,0;AMG900;ACESSO;ENTR MG050 - PRATÁPOLIS B;0,0;10,0
DM-22.012/2020;Obra 1;17,0;AMG900;ACESSO;ENTR MG050 - PRATÁPOLIS B;0,0;10,0
DM-22.012/2020-B;Obra 1;17,0;AMG900;ACESSO;ENTR MG050 - PRATÁPOLIS B;0,0;10,0
DM-22.012/2020-D;Obra 1;17,0;AMG900;ACESSO;ENTR MG050 - PRATÁPOLIS B;0,0;10,0
DM-22.012/2020-A;Obra 1;18,0;AMG900;ACESSO;ENTR MG184 - CONCEIÇÃO DA APARECIDA;0,0;4,2
DM-22.012/2020-C;Obra 1;18,0;AMG900;ACESSO;ENTR MG184 - CONCEIÇÃO DA APARECIDA;0,0;4,2
DM-22.012/2020;Obra 1;18,0;AMG900;ACESSO;ENTR MG184 - CONCEIÇÃO DA APARECIDA;0,0;4,2
DM-22.012/2020-B;Obra 1;18,0;AMG900;ACESSO;ENTR MG184 - CONCEIÇÃO DA APARECIDA;0,0;4,2
DM-22.012/2020-D;Obra 1;18,0;AMG900;ACESSO;ENTR MG184 - CONCEIÇÃO DA APARECIDA;0,0;4,2
DM-22.012/2020;Obra 1;19,0;AMG900;ACESSO;ENTR MG446 - SÃO JOSÉ DA BARRA;0,0;5,0
DM-22.012/2020-A;Obra 1;19,0;AMG900;ACESSO;ENTR MG446 - SÃO JOSÉ DA BARRA;0,0;5,0
DM-22.012/2020-C;Obra 1;19,0;AMG900;ACESSO;ENTR MG446 - SÃO JOSÉ DA BARRA;0,0;5,0
DM-22.012/2020-B;Obra 1;19,0;AMG900;ACESSO;ENTR MG446 - SÃO JOSÉ DA BARRA;0,0;5,0
DM-22.012/2020-D;Obra 1;19,0;AMG900;ACESSO;ENTR MG446 - SÃO JOSÉ DA BARRA;0,0;5,0
PRC-22.031/2017-C;Obra 1;17,0;AMG900;ACESSO;ENTR AMG2595 - BAIXA;0,0;4,0
PRC-22.031/2017-D;Obra 1;17,0;AMG900;ACESSO;ENTR AMG2595 - BAIXA;0,0;4,0
PRC-22.031/2017-E;Obra 1;17,0;AMG900;ACESSO;ENTR AMG2595 - BAIXA;0,0;4,0
PRC-22.031/2017-C;Obra 1;18,0;AMG900;ACESSO;ENTR LMG805 - PONTE ALTA;0,0;1,7
PRC-22.031/2017-D;Obra 1;18,0;AMG900;ACESSO;ENTR LMG805 - PONTE ALTA;0,0;1,7
PRC-22.031/2017-E;Obra 1;18,0;AMG900;ACESSO;ENTR LMG805 - PONTE ALTA;0,0;1,7
PRC-22.031/2017-C;Obra 1;19,0;AMG900;ACESSO;ENTR MG255 (ITAPAGIPE) - ENTR BR364 (PEDERNEIRAS);0,0;28,0
PRC-22.031/2017-D;Obra 1;19,0;AMG900;ACESSO;ENTR MG255 (ITAPAGIPE) - ENTR BR364 (PEDERNEIRAS);0,0;28,0
PRC-22.031/2017-E;Obra 1;19,0;AMG900;ACESSO;ENTR MG255 (ITAPAGIPE) - ENTR BR364 (PEDERNEIRAS);0,0;28,0
PRC-22.031/2017-C;Obra 1;20,0;AMG900;ACESSO;ENTR BR262 - PONTE ALTA;0,0;3,0
PRC-22.031/2017-D;Obra 1;20,0;AMG900;ACESSO;ENTR BR262 - PONTE ALTA;0,0;3,0
PRC-22.031/2017-E;Obra 1;20,0;AMG900;ACESSO;ENTR BR262 - PONTE ALTA;0,0;3,0
PRC-22.031/2017-C;Obra 1;21,0;AMG900;ACESSO;ENTR BR050 - FOSFÉRTIL;0,0;11,6
PRC-22.031/2017-D;Obra 1;21,0;AMG900;ACESSO;ENTR BR050 - FOSFÉRTIL;0,0;11,6
PRC-22.031/2017-E;Obra 1;21,0;AMG900;ACESSO;ENTR BR050 - FOSFÉRTIL;0,0;11,6
PRC-22.031/2017-C;Obra 1;22,0;AMG900;ACESSO;ENTR MG427 - CONCEIÇÃO DAS ALAGOAS;0,0;1,7
PRC-22.031/2017-D;Obra 1;22,0;AMG900;ACESSO;ENTR MG427 - CONCEIÇÃO DAS ALAGOAS;0,0;1,7
PRC-22.031/2017-E;Obra 1;22,0;AMG900;ACESSO;ENTR MG427 - CONCEIÇÃO DAS ALAGOAS;0,0;1,7
PRC-22.031/2017-C;Obra 1;23,0;AMG900;ACESSO;ENTR MGC464 - CONQUISTA;0,0;1,7
PRC-22.031/2017-D;Obra 1;23,0;AMG900;ACESSO;ENTR MGC464 - CONQUISTA;0,0;1,7
PRC-22.031/2017-E;Obra 1;23,0;AMG900;ACESSO;ENTR MGC464 - CONQUISTA;0,0;1,7
PRC-22.031/2017-C;Obra 1;24,0;AMG900;ACESSO;ENTR MGC464 - USINA MENDONÇA;0,0;7,2
PRC-22.031/2017-D;Obra 1;24,0;AMG900;ACESSO;ENTR MGC464 - USINA MENDONÇA;0,0;7,2
PRC-22.031/2017-E;Obra 1;24,0;AMG900;ACESSO;ENTR MGC464 - USINA MENDONÇA;0,0;7,2
PRC-22.031/2017-C;Obra 1;25,0;AMG900;ACESSO;ENTR BR153 - APARECIDA DE MINAS;0,0;12,9
PRC-22.031/2017-D;Obra 1;25,0;AMG900;ACESSO;ENTR BR153 - APARECIDA DE MINAS;0,0;12,9
PRC-22.031/2017-E;Obra 1;25,0;AMG900;ACESSO;ENTR BR153 - APARECIDA DE MINAS;0,0;12,9
PRC-22.031/2017-C;Obra 1;26,0;AMG900;ACESSO;ENTR MG427 - ÁGUA COMPRIDA;0,0;15,2
PRC-22.031/2017-D;Obra 1;26,0;AMG900;ACESSO;ENTR MG427 - ÁGUA COMPRIDA;0,0;15,2
PRC-22.031/2017-E;Obra 1;26,0;AMG900;ACESSO;ENTR MG427 - ÁGUA COMPRIDA;0,0;15,2
PRC-22.031/2017-C;Obra 1;27,0;AMG900;ACESSO;ENTR MG427 (VOLTA GRANDE) - PONTE VOLTA GRANDE;0,0;2,6
PRC-22.031/2017-D;Obra 1;27,0;AMG900;ACESSO;ENTR MG427 (VOLTA GRANDE) - PONTE VOLTA GRANDE;0,0;2,6
PRC-22.031/2017-E;Obra 1;27,0;AMG900;ACESSO;ENTR MG427 (VOLTA GRANDE) - PONTE VOLTA GRANDE;0,0;2,6
PRC-22.031/2017-C;Obra 1;28,0;AMG900;ACESSO;ENTR BR262 - VERÍSSIMO;0,0;11,5
PRC-22.031/2017-D;Obra 1;28,0;AMG900;ACESSO;ENTR BR262 - VERÍSSIMO;0,0;11,5
PRC-22.031/2017-E;Obra 1;28,0;AMG900;ACESSO;ENTR BR262 - VERÍSSIMO;0,0;11,5
PRC-22.031/2017-C;Obra 1;29,0;AMG900;ACESSO;ENTR BR153 - COMENDADOR GOMES;0,0;10,3
PRC-22.031/2017-D;Obra 1;29,0;AMG900;ACESSO;ENTR BR153 - COMENDADOR GOMES;0,0;10,3
PRC-22.031/2017-E;Obra 1;29,0;AMG900;ACESSO;ENTR BR153 - COMENDADOR GOMES;0,0;10,3
PRC-22.031/2017-C;Obra 1;30,0;AMG900;ACESSO;ENTR LMG798 (ANEL VIÁRIO UBERABA) - ENTR BR262 (ANEL VIÁRIO UBERABA);0,0;7,5
PRC-22.031/2017-D;Obra 1;30,0;AMG900;ACESSO;ENTR LMG798 (ANEL VIÁRIO UBERABA) - ENTR BR262 (ANEL VIÁRIO UBERABA);0,0;7,5
PRC-22.031/2017-E;Obra 1;30,0;AMG900;ACESSO;ENTR LMG798 (ANEL VIÁRIO UBERABA) - ENTR BR262 (ANEL VIÁRIO UBERABA);0,0;7,5
PRC-22.031/2017-C;Obra 1;31,0;AMG900;ACESSO;ENTR CMG464 - DELTA;0,0;9,0
PRC-22.031/2017-D;Obra 1;31,0;AMG900;ACESSO;ENTR CMG464 - DELTA;0,0;9,0
PRC-22.031/2017-E;Obra 1;31,0;AMG900;ACESSO;ENTR CMG464 - DELTA;0,0;9,0
PRC-22.031/2017-D;Obra 1;32,0;AMG900;ACESSO;ENTR BR050 - ENTR AMG2510 (P/FOSFÉRTIL);0,0;6,2
PRC-22.031/2017-C;Obra 1;32,0;AMG900;ACESSO;ENTR BR050 - ENTR AMG2510 (P/FOSFÉRTIL);0,0;6,2
PRC-22.031/2017-E;Obra 1;32,0;AMG900;ACESSO;ENTR BR050 - ENTR AMG2510 (P/FOSFÉRTIL);0,0;6,2
PRC-22.031/2017-D;Obra 1;33,0;AMG900;ACESSO;ENTR AMG2595 - AV PETROBRÁS;0,0;2,7
PRC-22.031/2017-C;Obra 1;33,0;AMG900;ACESSO;ENTR AMG2595 - AV PETROBRÁS;0,0;2,7
PRC-22.031/2017-E;Obra 1;33,0;AMG900;ACESSO;ENTR AMG2595 - AV PETROBRÁS;0,0;2,7
PRC-22.031/2017-D;Obra 1;34,0;AMG900;ACESSO;ENTR BR364 (FRUTAL) - GARIMPO DA BANDEIRA;0,0;4,6
PRC-22.031/2017-C;Obra 1;34,0;AMG900;ACESSO;ENTR BR364 (FRUTAL) - GARIMPO DA BANDEIRA;0,0;4,6
PRC-22.031/2017-E;Obra 1;34,0;AMG900;ACESSO;ENTR BR364 (FRUTAL) - GARIMPO DA BANDEIRA;0,0;4,6
PRC-22.031/2017-D;Obra 1;35,0;AMG900;ACESSO;ENTR BR050  - ENTR. AMG2575;0,0;24,5
PRC-22.031/2017-C;Obra 1;35,0;AMG900;ACESSO;ENTR BR050  - ENTR. AMG2575;0,0;24,5
PRC-22.031/2017-E;Obra 1;35,0;AMG900;ACESSO;ENTR BR050  - ENTR. AMG2575;0,0;24,5
DM-22.008/2020-A;Obra 1;11,0;AMG900;ACESSO;ENTR LMG706 - VAZAMOR;0,0;3,0
DM-22.008/2020;Obra 1;11,0;AMG900;ACESSO;ENTR LMG706 - VAZAMOR;0,0;3,0
DM-22.008/2020-C;Obra 1;11,0;AMG900;ACESSO;ENTR LMG706 - VAZAMOR;0,0;3,0
DM-22.008/2020-B;Obra 1;11,0;AMG900;ACESSO;ENTR LMG706 - VAZAMOR;0,0;3,0
DM-22.008/2020-D;Obra 1;11,0;AMG900;ACESSO;ENTR LMG706 - VAZAMOR;0,0;3,0
DM-22.008/2020-A;Obra 1;12,0;AMG900;ACESSO;ENTR BR251 - PENITENCIÁRIA DE UNAÍ;0,0;9,0
DM-22.008/2020;Obra 1;12,0;AMG900;ACESSO;ENTR BR251 - PENITENCIÁRIA DE UNAÍ;0,0;9,0
DM-22.008/2020-C;Obra 1;12,0;AMG900;ACESSO;ENTR BR251 - PENITENCIÁRIA DE UNAÍ;0,0;9,0
DM-22.008/2020-B;Obra 1;12,0;AMG900;ACESSO;ENTR BR251 - PENITENCIÁRIA DE UNAÍ;0,0;9,0
DM-22.008/2020-D;Obra 1;12,0;AMG900;ACESSO;ENTR BR251 - PENITENCIÁRIA DE UNAÍ;0,0;9,0
DM-22.008/2020-A;Obra 1;13,0;AMG900;ACESSO;ENTR MG188 (BOLÍVIA) - CABECEIRA GRANDE;0,0;14,2
DM-22.008/2020;Obra 1;13,0;AMG900;ACESSO;ENTR MG188 (BOLÍVIA) - CABECEIRA GRANDE;0,0;14,2
DM-22.008/2020-C;Obra 1;13,0;AMG900;ACESSO;ENTR MG188 (BOLÍVIA) - CABECEIRA GRANDE;0,0;14,2
DM-22.008/2020-B;Obra 1;13,0;AMG900;ACESSO;ENTR MG188 (BOLÍVIA) - CABECEIRA GRANDE;0,0;14,2
DM-22.008/2020-D;Obra 1;13,0;AMG900;ACESSO;ENTR MG188 (BOLÍVIA) - CABECEIRA GRANDE;0,0;14,2
DM-22.008/2020-A;Obra 1;14,0;AMG900;ACESSO;ENTR MG408 - RIBEIRÃO ENTRE RIBEIROS;0,0;10,0
DM-22.008/2020;Obra 1;14,0;AMG900;ACESSO;ENTR MG408 - RIBEIRÃO ENTRE RIBEIROS;0,0;10,0
DM-22.008/2020-C;Obra 1;14,0;AMG900;ACESSO;ENTR MG408 - RIBEIRÃO ENTRE RIBEIROS;0,0;10,0
DM-22.008/2020-B;Obra 1;14,0;AMG900;ACESSO;ENTR MG408 - RIBEIRÃO ENTRE RIBEIROS;0,0;10,0
DM-22.008/2020-D;Obra 1;14,0;AMG900;ACESSO;ENTR MG408 - RIBEIRÃO ENTRE RIBEIROS;0,0;10,0
PRC-22.025/2017-E;Obra 2;11,0;AMG900;ACESSO;ENTR BR116 - ITAMBACURI;0,0;3,0
PRC-22.025/2017-C;Obra 2;11,0;AMG900;ACESSO;ENTR BR116 - ITAMBACURI;0,0;3,0
PRC-22.025/2017-D;Obra 2;11,0;AMG900;ACESSO;ENTR BR116 - ITAMBACURI;0,0;3,0
PRC-22.025/2017-E;Obra 2;12,0;AMG900;ACESSO;ENTR BR418 - NANUQUE;0,0;2,3
PRC-22.025/2017-C;Obra 2;12,0;AMG900;ACESSO;ENTR BR418 - NANUQUE;0,0;2,3
PRC-22.025/2017-D;Obra 2;12,0;AMG900;ACESSO;ENTR BR418 - NANUQUE;0,0;2,3
PRC-22.025/2017-E;Obra 2;13,0;AMG900;ACESSO;ENTR MG217 - FRANCISCÓPOLIS;0,0;18,3
PRC-22.025/2017-C;Obra 2;13,0;AMG900;ACESSO;ENTR MG217 - FRANCISCÓPOLIS;0,0;18,3
PRC-22.025/2017-D;Obra 2;13,0;AMG900;ACESSO;ENTR MG217 - FRANCISCÓPOLIS;0,0;18,3
DM-22.006/2020;Obra 1;16,0;AMG900;ACESSO;ENTR MG111  - CONCEIÇÃO DE IPANEMA;0,0;8,8
DM-22.006/2020-A;Obra 1;16,0;AMG900;ACESSO;ENTR MG111  - CONCEIÇÃO DE IPANEMA;0,0;8,8
DM-22.006/2020;Obra 1;17,0;AMG900;ACESSO;ENTR BR116 (MIRADOURO)  - INÍCIO PERÍMETRO URBANO DE VIEIRAS;0,0;12,28
DM-22.006/2020-A;Obra 1;17,0;AMG900;ACESSO;ENTR BR116 (MIRADOURO)  - INÍCIO PERÍMETRO URBANO DE VIEIRAS;0,0;12,28
DM-22.006/2020;Obra 1;18,0;AMG900;ACESSO;ENTR MG111 - SIMONÉSIA;0,0;4,5
DM-22.006/2020-A;Obra 1;18,0;AMG900;ACESSO;ENTR MG111 - SIMONÉSIA;0,0;4,5
DM-22.006/2020;Obra 1;19,0;AMG900;ACESSO;ENTR BR482 - PARQUE NAC S. CAPARAÓ;0,0;25,4
DM-22.006/2020-A;Obra 1;19,0;AMG900;ACESSO;ENTR BR482 - PARQUE NAC S. CAPARAÓ;0,0;25,4
DM-22.006/2020;Obra 1;20,0;AMG900;ACESSO;ENTR MG111 - MANHUMIRIM;0,0;1,8
DM-22.006/2020-A;Obra 1;20,0;AMG900;ACESSO;ENTR MG111 - MANHUMIRIM;0,0;1,8
DM-22.006/2020;Obra 1;21,0;AMG900;ACESSO;ENTR BR116 - SÃO FRANCISCO DO GLÓRIA;0,0;4,5
DM-22.006/2020-A;Obra 1;21,0;AMG900;ACESSO;ENTR BR116 - SÃO FRANCISCO DO GLÓRIA;0,0;4,5
DM-22.006/2020;Obra 1;22,0;AMG900;ACESSO;ENTR MG111 - FARIA LEMOS;0,0;3,3
DM-22.006/2020-A;Obra 1;22,0;AMG900;ACESSO;ENTR MG111 - FARIA LEMOS;0,0;3,3
DM-22.006/2020;Obra 1;23,0;AMG900;ACESSO;ENTR BR116 - CAPUTIRA;0,0;11,8
DM-22.006/2020-A;Obra 1;23,0;AMG900;ACESSO;ENTR BR116 - CAPUTIRA;0,0;11,8
DM-22.006/2020;Obra 1;24,0;AMG900;ACESSO;ENTR MG111 - TOMBOS A;0,0;1,6
DM-22.006/2020-A;Obra 1;24,0;AMG900;ACESSO;ENTR MG111 - TOMBOS A;0,0;1,6
DM-22.006/2020;Obra 1;25,0;AMG900;ACESSO;ENTR MG111 - PEDRA DOURADA;0,0;12,9
DM-22.006/2020-A;Obra 1;25,0;AMG900;ACESSO;ENTR MG111 - PEDRA DOURADA;0,0;12,9
DM-22.006/2020;Obra 1;26,0;AMG900;ACESSO;ENTR MG111 (ALTO JEQUITIBÁ)  - INÍCIO PERÍMETRO URBANO DE ALTO CAPARAÓ;0,0;11,0
DM-22.006/2020-A;Obra 1;26,0;AMG900;ACESSO;ENTR MG111 (ALTO JEQUITIBÁ)  - INÍCIO PERÍMETRO URBANO DE ALTO CAPARAÓ;0,0;11,0
DM-22.006/2020;Obra 1;27,0;AMG900;ACESSO;ENTR BR262 - MATIPÓ;0,0;3,4
DM-22.006/2020-A;Obra 1;27,0;AMG900;ACESSO;ENTR BR262 - MATIPÓ;0,0;3,4
DM-22.006/2020;Obra 1;28,0;AMG900;ACESSO;ENTR MG265 - DIVINO;0,0;1,9
DM-22.006/2020-A;Obra 1;28,0;AMG900;ACESSO;ENTR MG265 - DIVINO;0,0;1,9
DM-22.006/2020;Obra 1;29,0;AMG900;ACESSO;ENTR BR116  - ORIZÂNIA;0,0;1,6
DM-22.006/2020-A;Obra 1;29,0;AMG900;ACESSO;ENTR BR116  - ORIZÂNIA;0,0;1,6
DM-22.006/2020;Obra 1;30,0;AMG900;ACESSO;ENTR BR482  - INÍCIO PERÍMETRO URBANO PONTE ALTA;0,0;2,51
DM-22.006/2020-A;Obra 1;30,0;AMG900;ACESSO;ENTR BR482  - INÍCIO PERÍMETRO URBANO PONTE ALTA;0,0;2,51
DM-22.006/2020;Obra 1;31,0;AMG900;ACESSO;ENTR BR116 - ITAMURI;0,0;3,5
DM-22.006/2020-A;Obra 1;31,0;AMG900;ACESSO;ENTR BR116 - ITAMURI;0,0;3,5
DM-22.006/2020;Obra 1;32,0;AMG900;ACESSO;ENTR MG111  - CAPARAÓ;0,0;9,0
DM-22.006/2020-A;Obra 1;32,0;AMG900;ACESSO;ENTR MG111  - CAPARAÓ;0,0;9,0
DM-22.006/2020;Obra 1;33,0;AMG900;ACESSO;ENTR BR474  - TAPARUBA;0,0;4,8
DM-22.006/2020-A;Obra 1;33,0;AMG900;ACESSO;ENTR BR474  - TAPARUBA;0,0;4,8
DM-22.006/2020;Obra 1;34,0;AMG900;ACESSO;ENTR MG111 - SÃO JOSÉ DO MANTIMENTO;0,0;7,0
DM-22.006/2020-A;Obra 1;34,0;AMG900;ACESSO;ENTR MG111 - SÃO JOSÉ DO MANTIMENTO;0,0;7,0
DM-22.003/2020;Obra 1;22,0;AMG900;ACESSO;ENTR MG126 - SÃO JOÃO NEPOMUCENO;0,0;2,2
DM-22.003/2020;Obra 1;23,0;AMG900;ACESSO;ENTR BR267 - ARGIRITA;0,0;2,0
DM-22.003/2020;Obra 1;24,0;AMG900;ACESSO;ENTR MG126 - TARUAÇU;0,0;12,0
DM-22.003/2020;Obra 1;25,0;AMG900;ACESSO;ENTR BR393 - CAIAPÓ;0,0;1,2
DM-22.003/2020;Obra 1;26,0;AMG900;ACESSO;ENTR MG126 (MAR DE ESPANHA) - SENADOR CORTES;0,0;11,9
DM-22.003/2020;Obra 1;27,0;AMG900;ACESSO;ENTR BR267 - OLARIA;0,0;2,5
DM-22.003/2020;Obra 1;28,0;AMG900;ACESSO;JUIZ DE FORA  - CHÁCARA;0,0;9,8
DM-22.003/2020;Obra 1;29,0;AMG900;ACESSO;ENTR MG353 - BELMIRO BRAGA;0,0;18,2
DM-22.003/2020;Obra 1;30,0;AMG900;ACESSO;ENTR MG133 - PIAU;0,0;6,9
DM-22.003/2020;Obra 1;31,0;AMG900;ACESSO;ENTR BR116 - SANTO ANTÔNIO DO AVENTUREIRO;0,0;10,0
DM-22.003/2020;Obra 1;32,0;AMG900;ACESSO;ENTR BR040 - SANTANA DO DESERTO;0,0;17,6
DM-22.003/2020;Obra 1;33,0;AMG900;ACESSO;CHIADOR - DIV MG/RJ;0,0;16,7
PRC-22.011/2018;Obra 1;2,0;AMG900;ACESSO;ENTR BR040 (BARREIRA DO TRIUNFO) - ENTR MG353;0,0;15,3
DM-22.003/2020;Obra 1;34,0;AMG900;ACESSO;ENTR BR040 (BARREIRA DO TRIUNFO) - ENTR MG353;0,0;15,3
DM-22.005/2020;Obra 1;7,0;AMG900;ACESSO;ENTR BR365 - SANTA VITÓRIA;0,0;2,5
DM-22.005/2020-C;Obra 1;7,0;AMG900;ACESSO;ENTR BR365 - SANTA VITÓRIA;0,0;2,5
DM-22.005/2020-A;Obra 1;7,0;AMG900;ACESSO;ENTR BR365 - SANTA VITÓRIA;0,0;2,5
DM-22.005/2020-B;Obra 1;7,0;AMG900;ACESSO;ENTR BR365 - SANTA VITÓRIA;0,0;2,5
DM-22.005/2020-D;Obra 1;7,0;AMG900;ACESSO;ENTR BR365 - SANTA VITÓRIA;0,0;2,5
DM-22.005/2020;Obra 1;8,0;AMG900;ACESSO;ENTR MGC497 - CARNEIRINHO;0,0;2,0
DM-22.005/2020-C;Obra 1;8,0;AMG900;ACESSO;ENTR MGC497 - CARNEIRINHO;0,0;2,0
DM-22.005/2020-A;Obra 1;8,0;AMG900;ACESSO;ENTR MGC497 - CARNEIRINHO;0,0;2,0
DM-22.005/2020-B;Obra 1;8,0;AMG900;ACESSO;ENTR MGC497 - CARNEIRINHO;0,0;2,0
DM-22.005/2020-D;Obra 1;8,0;AMG900;ACESSO;ENTR MGC497 - CARNEIRINHO;0,0;2,0
