ano_assinatura_contrato;codigo_orgao_entidade_contratante;nome_orgao_entidade_contratante;indicador_fornecedor_estrangeiro;nome_empresarial_nome_fornecedor;nome_empresarial_nome_fornecedor_1;cnpj_cpf_fornecedor_formatado;nome_empresarial_nome_fornecedor_2;nome_empresarial_nome_fornecedor_3;tipo_pessoa_fornecedor;numero_processo_formatado;numero_contrato;contrato;indicador_termo_de_contrato;situacao_contrato;descricao_tipo_de_contrato;objeto_contrato;unnamed_17;unnamed_18;unnamed_19;unnamed_20;unnamed_21;unnamed_22;unnamed_23;unnamed_24;unnamed_25;unnamed_26;unnamed_27;unnamed_28;unnamed_29;unnamed_30;unnamed_31;unnamed_32;unnamed_33;unnamed_34;unnamed_35;unnamed_36;unnamed_37;unnamed_38;unnamed_39;unnamed_40;unnamed_41;unnamed_42;unnamed_43;unnamed_44;unnamed_45;unnamed_46;unnamed_47;unnamed_48;unnamed_49;unnamed_50;unnamed_51;unnamed_52;data_assinatura_contrato;data_inicio_vigencia_contrato;data_termino_vigencia_contrato;procedimento_contratacao_grupo;procedimento_contratacao_detalhamento_1;procedimento_contratacao_especializacao;edital_retificacao_arquivos;contrato_termoaditivo_arquivos;valor_total_atualizado;valor_despesa_empenhada;valor_despesa_liquidada
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CONSTRUTORA TERRAYAMA LIMITADA;CONSTRUTORA TERRAYAMA LIMITADA;21.681.150/0001-88;CONSTRUTORA TERRAYAMA LIMITADA;CONSTRUTORA TERRAYAMA LIMITADA;PESSOA JURÍDICA;2301762 000062/2017;9159040;PRC-22.017/2017-E;SIM;Encerrado;Obra;PRC-22.017/17- EXECUÇÃO DOS SERVIÇOS DE MANUTENÇÃO RODOVIÁRIA, CONSERVAÇÃO ROTINEIRA E PERIÓDICA, SERVIÇOS DE URGÊNCIA E PEQUENOS MELHORAMENTOS, BEM COMO REPARAÇÕES DO CORPO ESTRADAL E SEUS DISPOSITIVOS, RESTRITA AO ÂMBITO DE CIRCUNSCRIÇÃO DA 22ª CRG - DEER/MG  - ARAÇUAÍ / MEDIO E BAIXO JEQUITINHONHA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-09-01;2017-09-12;2024-01-31;Obras e serviços de engenharia - Lei nº 8.666/93;Outras Contratações;Outras Contratações - Correção de processos;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=150143;28143336,42;23300960,59;23300960,59
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CONTEK ENGENHARIA S/A;CONTEK ENGENHARIA S/A;27.183.425/0001-30;CONTEK ENGENHARIA S/A;CONTEK ENGENHARIA S/A;PESSOA JURÍDICA;2301520 000040/2014;9143278;;SIM;Encerrado;Obra;PRC-22.004/2017 - COMPLEMENTAÇÃO DOS SERVIÇOS DE DRENAGEM, SINALIZAÇÃO, MELHORAMENTO, PAVIMENTAÇÃO E ALARGAMENTO, RESTAURAÇÃO, RECUPERAÇÃO E CONSTRUÇÃO DE OBRAS DE ARTE ESPECIAIS NO TRECHO CONCEIÇÃO DO MATO DENTRO - SERRO, NA RODOVIA MG/010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-03-31;2017-04-06;2023-12-30;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=270066;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=148407;48383039,42;44823002,63;44823002,63
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CROS CONSTRUCOES S/A;CROS CONSTRUCOES S/A;22.010.581/0001-85;CROS CONSTRUCOES S/A;CROS CONSTRUCOES S/A;PESSOA JURÍDICA;2301762 000055/2017;9169945;PRC-22.033/2017-C;SIM;Encerrado;Obra;"Contrato PRC-22.033/17 firmado entre o DEER/MG e a CROS - CONSTRUTORA ROCHA SOUSA LTDA, para a execução dos serviços de manutenção rodoviária, conservação rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal e seus dispositivos. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 32ª RRG - Janaúba / Norte, do DEER/MG, inserida no Programa ""Estradas de Minas: Infraestrutura Logística"", na Ação ""Recuperação e Manutenção da Malha Viária"" do Orçamento Geral do DEER/MG e estão contemplados no PPAG.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-11-30;2017-12-05;2023-12-20;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=425096;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=151577;43038482,48;39139671,83;39139671,83
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CROS CONSTRUCOES S/A;CROS CONSTRUCOES S/A;22.010.581/0001-85;CROS CONSTRUCOES S/A;CROS CONSTRUCOES S/A;PESSOA JURÍDICA;2301762 000055/2017;9169945;PRC-22.033/2017-D;SIM;Encerrado;Obra;"Contrato PRC-22.033/17 firmado entre o DEER/MG e a CROS - CONSTRUTORA ROCHA SOUSA LTDA, para a execução dos serviços de manutenção rodoviária, conservação rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal e seus dispositivos. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 32ª RRG - Janaúba / Norte, do DEER/MG, inserida no Programa ""Estradas de Minas: Infraestrutura Logística"", na Ação ""Recuperação e Manutenção da Malha Viária"" do Orçamento Geral do DEER/MG e estão contemplados no PPAG.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-11-30;2017-12-05;2023-12-20;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=425096;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=151577;43038482,48;39139671,83;39139671,83
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;CROS CONSTRUCOES S/A;CROS CONSTRUCOES S/A;22.010.581/0001-85;CROS CONSTRUCOES S/A;CROS CONSTRUCOES S/A;PESSOA JURÍDICA;2301762 000055/2017;9169945;PRC-22.033/2017-E;SIM;Encerrado;Obra;"Contrato PRC-22.033/17 firmado entre o DEER/MG e a CROS - CONSTRUTORA ROCHA SOUSA LTDA, para a execução dos serviços de manutenção rodoviária, conservação rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal e seus dispositivos. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 32ª RRG - Janaúba / Norte, do DEER/MG, inserida no Programa ""Estradas de Minas: Infraestrutura Logística"", na Ação ""Recuperação e Manutenção da Malha Viária"" do Orçamento Geral do DEER/MG e estão contemplados no PPAG.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-11-30;2017-12-05;2023-12-20;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=425096;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=151577;43038482,48;39139671,83;39139671,83
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;DIEFRA ENGENHARIA E CONSULTORIA LTDA;DIEFRA ENGENHARIA E CONSULTORIA LTDA;17.579.459/0001-94;DIEFRA ENGENHARIA E CONSULTORIA LTDA;DIEFRA ENGENHARIA E CONSULTORIA LTDA;PESSOA JURÍDICA;2301901 000001/2017;9149566;;SIM;Encerrado;Obra;Execução dos serviços de engenharia, de natureza contínua, com Apoio ao Gerenciamento, Operação e Fiscalização do Trânsito, mediante o uso de Sistemas de Pesagem de Veículos, a realização de pesquisas e apoio à confecção de matriz origem-destino de cargas, na base administrativa de VARGINHA/MG ¿ 10ª CRG, 15ª RRG e 19ª RRG ¿ LOTE 01.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-03-29;2017-04-05;2022-07-31;Obras e serviços de engenharia - Lei nº 8.666/93;Outras Contratações;Outras Contratações - Correção de processos;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=149459;35158705,6;15418477,6;15418477,6
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;68.505.189/0001-08;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;PESSOA JURÍDICA;2301762 000049/2017;9176459;PRC-22.041/2017-B;SIM;Encerrado;Obra;PRC-22.041/2017 - Serviços de manutenção rodoviária, conservação rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal e seus dispositivos, a execução dos serviços descritos está restrita ao âmbito de circunscrição da 03ª RRG - Pará de Minas / Oeste do DEER/MG.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-12-14;2017-12-21;2024-01-23;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=424191;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=152033;34135526,77;33121076,29;33121076,29
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;68.505.189/0001-08;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;PESSOA JURÍDICA;2301762 000049/2017;9176459;PRC-22.041/2017-C;SIM;Encerrado;Obra;PRC-22.041/2017 - Serviços de manutenção rodoviária, conservação rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal e seus dispositivos, a execução dos serviços descritos está restrita ao âmbito de circunscrição da 03ª RRG - Pará de Minas / Oeste do DEER/MG.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-12-14;2017-12-21;2024-01-23;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=424191;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=152033;34135526,77;33121076,29;33121076,29
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;68.505.189/0001-08;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;PESSOA JURÍDICA;2301762 000049/2017;9176459;PRC-22.041/2017-D;SIM;Encerrado;Obra;PRC-22.041/2017 - Serviços de manutenção rodoviária, conservação rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal e seus dispositivos, a execução dos serviços descritos está restrita ao âmbito de circunscrição da 03ª RRG - Pará de Minas / Oeste do DEER/MG.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-12-14;2017-12-21;2024-01-23;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=424191;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=152033;34135526,77;33121076,29;33121076,29
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;68.505.189/0001-08;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;PESSOA JURÍDICA;2301762 000049/2017;9176459;PRC-22.041/2017-E;SIM;Encerrado;Obra;PRC-22.041/2017 - Serviços de manutenção rodoviária, conservação rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal e seus dispositivos, a execução dos serviços descritos está restrita ao âmbito de circunscrição da 03ª RRG - Pará de Minas / Oeste do DEER/MG.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-12-14;2017-12-21;2024-01-23;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=424191;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=152033;34135526,77;33121076,29;33121076,29
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;ENGEMASTER ENGENHARIA E PROJETOS LTDA;ENGEMASTER ENGENHARIA E PROJETOS LTDA;42.940.817/0001-90;ENGEMASTER ENGENHARIA E PROJETOS LTDA;ENGEMASTER ENGENHARIA E PROJETOS LTDA;PESSOA JURÍDICA;2301601 000002/2022;9370793;DP-002/2022;SIM;Encerrado;Obra;"Contrato DP - 002/2022 Elaboração de Projeto de Engenharia Rodoviária de Melhoramentos, Pavimentação e OAE dos trechos do Contorno de Timóteo, Extensão: 17,58 km, inserido no Programa de Governo ""Infraestrutura Rodoviária"" e no PPAG, cujos quantitativos encontram-se discriminados na planilha ""Quadro de Quantidades e Preços Unitários"", que integra o presente contrato.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-07-26;2022-06-07;2024-06-07;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=545255;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=178841;2774130,29;418414,3;418414,3
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;19.758.779/0001-37;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;PESSOA JURÍDICA;2301762 000052/2017;9170558;PRC-22.032/2017-B;SIM;Encerrado;Obra;Contrato PRC-22.032/17 - Execução, em regime de empreitada, por preços unitários, dos serviços de manutenção rodoviária, conservação rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal e seus dispositivos. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 12ª  RRG - Itabira/Metropolitana do DEER/MG.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-11-29;2017-12-07;2023-12-20;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=425068;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=151604;42867426,49;38214992,11;38214992,11
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;19.758.779/0001-37;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;PESSOA JURÍDICA;2301762 000052/2017;9170558;PRC-22.032/2017-C;SIM;Encerrado;Obra;Contrato PRC-22.032/17 - Execução, em regime de empreitada, por preços unitários, dos serviços de manutenção rodoviária, conservação rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal e seus dispositivos. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 12ª  RRG - Itabira/Metropolitana do DEER/MG.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-11-29;2017-12-07;2023-12-20;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=425068;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=151604;42867426,49;38214992,11;38214992,11
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;19.758.779/0001-37;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;PESSOA JURÍDICA;2301762 000052/2017;9170558;PRC-22.032/2017-D;SIM;Encerrado;Obra;Contrato PRC-22.032/17 - Execução, em regime de empreitada, por preços unitários, dos serviços de manutenção rodoviária, conservação rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal e seus dispositivos. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 12ª  RRG - Itabira/Metropolitana do DEER/MG.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-11-29;2017-12-07;2023-12-20;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=425068;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=151604;42867426,49;38214992,11;38214992,11
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;19.758.779/0001-37;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;PESSOA JURÍDICA;2301762 000052/2017;9170558;PRC-22.032/2017-E;SIM;Encerrado;Obra;Contrato PRC-22.032/17 - Execução, em regime de empreitada, por preços unitários, dos serviços de manutenção rodoviária, conservação rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal e seus dispositivos. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 12ª  RRG - Itabira/Metropolitana do DEER/MG.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-11-29;2017-12-07;2023-12-20;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=425068;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=151604;42867426,49;38214992,11;38214992,11
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;HORIZONTE CONSTRUTORA LTDA;HORIZONTE CONSTRUTORA LTDA;78.134.194/0001-05;HORIZONTE CONSTRUTORA LTDA;HORIZONTE CONSTRUTORA LTDA;PESSOA JURÍDICA;2301762 000030/2017;9178157;PRC-22.035/2017-B;SIM;Encerrado;Obra;PRC-22.035/17 - Execução dos serviços de manutenção rodoviária, conservação rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal e seus dispositivos. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 21ª RRG - JEQUITINHONHA / MÉDIO E BAIXO JEQUITINHONHA, do DEER/MG.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-12-14;2017-12-29;2024-02-29;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=420909;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=152248;40462539,87;38910822,15;38910822,15
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;HORIZONTE CONSTRUTORA LTDA;HORIZONTE CONSTRUTORA LTDA;78.134.194/0001-05;HORIZONTE CONSTRUTORA LTDA;HORIZONTE CONSTRUTORA LTDA;PESSOA JURÍDICA;2301762 000030/2017;9178157;PRC-22.035/2017-C;SIM;Encerrado;Obra;PRC-22.035/17 - Execução dos serviços de manutenção rodoviária, conservação rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal e seus dispositivos. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 21ª RRG - JEQUITINHONHA / MÉDIO E BAIXO JEQUITINHONHA, do DEER/MG.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-12-14;2017-12-29;2024-02-29;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=420909;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=152248;40462539,87;38910822,15;38910822,15
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;HORIZONTE CONSTRUTORA LTDA;HORIZONTE CONSTRUTORA LTDA;78.134.194/0001-05;HORIZONTE CONSTRUTORA LTDA;HORIZONTE CONSTRUTORA LTDA;PESSOA JURÍDICA;2301762 000030/2017;9178157;PRC-22.035/2017-D;SIM;Encerrado;Obra;PRC-22.035/17 - Execução dos serviços de manutenção rodoviária, conservação rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal e seus dispositivos. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 21ª RRG - JEQUITINHONHA / MÉDIO E BAIXO JEQUITINHONHA, do DEER/MG.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-12-14;2017-12-29;2024-02-29;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=420909;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=152248;40462539,87;38910822,15;38910822,15
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;HORIZONTE CONSTRUTORA LTDA;HORIZONTE CONSTRUTORA LTDA;78.134.194/0001-05;HORIZONTE CONSTRUTORA LTDA;HORIZONTE CONSTRUTORA LTDA;PESSOA JURÍDICA;2301762 000030/2017;9178157;PRC-22.035/2017-E;SIM;Encerrado;Obra;PRC-22.035/17 - Execução dos serviços de manutenção rodoviária, conservação rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal e seus dispositivos. A execução dos serviços descritos está restrita ao âmbito de circunscrição da 21ª RRG - JEQUITINHONHA / MÉDIO E BAIXO JEQUITINHONHA, do DEER/MG.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-12-14;2017-12-29;2024-02-29;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=420909;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=152248;40462539,87;38910822,15;38910822,15
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;HORIZONTE CONSTRUTORA LTDA;HORIZONTE CONSTRUTORA LTDA;78.134.194/0001-05;HORIZONTE CONSTRUTORA LTDA;HORIZONTE CONSTRUTORA LTDA;PESSOA JURÍDICA;2301762 000036/2017;9162820;PRC-22.025/2017-C;SIM;Encerrado;Obra;Contrato PRC 22.025/17, firmado entre o DEER/MG e a empresa Horizonte Construtora LTDA, para a prestação de serviços de manutenção rodoviária, conservação rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal e seus dispositivos, a execução dos serviços descritos, está restrita ao âmbito de circunscrição da 28ª CRG - Teófilo Otoni / Mucuri, do DEER/MG.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-10-23;2017-10-31;2024-04-01;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=421545;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=150888;49697230,97;46709757,87;46709757,87
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;HORIZONTE CONSTRUTORA LTDA;HORIZONTE CONSTRUTORA LTDA;78.134.194/0001-05;HORIZONTE CONSTRUTORA LTDA;HORIZONTE CONSTRUTORA LTDA;PESSOA JURÍDICA;2301762 000036/2017;9162820;PRC-22.025/2017-D;SIM;Encerrado;Obra;Contrato PRC 22.025/17, firmado entre o DEER/MG e a empresa Horizonte Construtora LTDA, para a prestação de serviços de manutenção rodoviária, conservação rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal e seus dispositivos, a execução dos serviços descritos, está restrita ao âmbito de circunscrição da 28ª CRG - Teófilo Otoni / Mucuri, do DEER/MG.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-10-23;2017-10-31;2024-04-01;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=421545;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=150888;49697230,97;46709757,87;46709757,87
2017,0;2300,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM;NÃO;HORIZONTE CONSTRUTORA LTDA;HORIZONTE CONSTRUTORA LTDA;78.134.194/0001-05;HORIZONTE CONSTRUTORA LTDA;HORIZONTE CONSTRUTORA LTDA;PESSOA JURÍDICA;2301762 000036/2017;9162820;PRC-22.025/2017-E;SIM;Encerrado;Obra;Contrato PRC 22.025/17, firmado entre o DEER/MG e a empresa Horizonte Construtora LTDA, para a prestação de serviços de manutenção rodoviária, conservação rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal e seus dispositivos, a execução dos serviços descritos, está restrita ao âmbito de circunscrição da 28ª CRG - Teófilo Otoni / Mucuri, do DEER/MG.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-10-23;2017-10-31;2024-04-01;Obras e serviços de engenharia - Lei nº 8.666/93;Concorrência;Concorrência;https://www1.compras.mg.gov.br/processocompra/processo/consultaEditalRetificaoProcesso.html?metodo=visualizarEditalRetificao&id=421545;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=150888;49697230,97;46709757,87;46709757,87
